Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood,Final_Exam_Category
S01412,0.617647059,0,0,2,0.689161554,0.333333333,0.652173913,0.612244898,0.694915254,0,0.84057971,0,0.75,0,High
S01413,0.205882353,1,2,4,0.468302658,0,0.942028986,0.795918367,0.06779661,2,0.971014493,3,1,0,High
S01414,0.441176471,1,0,0,0.18200409,0,0.884057971,0.775510204,0.203389831,2,0.797101449,1,0.25,0,High
S01415,0,1,2,0,0.038854806,0.333333333,0.782608696,0.244897959,0.694915254,0,0.898550725,1,0.75,0,High
S01416,0.147058824,0,0,2,0.916155419,1,0.15942029,0.816326531,0.86440678,0,0.115942029,0,0.75,0,Low
S01417,0.823529412,0,2,4,0.537832311,0,0.057971014,0.163265306,0.830508475,0,0.536231884,2,0.5,0,Medium
S01418,0.147058824,0,0,0,0.740286299,0.666666667,0.130434783,0.387755102,0.101694915,1,0.31884058,3,0,0,Low
S01419,0.735294118,2,2,0,0.069529652,0,0.550724638,0.142857143,0.406779661,2,0.173913043,2,0,0,Low
S01420,0.617647059,0,2,3,0.26993865,0,0.898550725,0.408163265,0.627118644,0,0.304347826,0,0.25,0,Low
S01421,0.147058824,1,1,0,0.509202454,0.333333333,0.753623188,0.510204082,0.983050847,0,0.434782609,1,0.5,0,Low
S01422,0.323529412,0,2,4,0.613496933,1,0.028985507,0.408163265,0.915254237,1,0.333333333,3,0.25,0,Low
S01423,0.529411765,2,0,1,0.858895706,1,0.347826087,0.87755102,0.949152542,2,0.101449275,2,0.5,1,Low
S01424,0.205882353,0,2,3,0.566462168,0.666666667,0.724637681,0.510204082,0.677966102,0,0.565217391,2,0.5,1,Medium
S01425,0.441176471,1,0,2,0.862985685,1,1,0.142857143,0.86440678,2,0.623188406,3,1,1,Medium
S01426,0.176470588,0,0,4,0.296523517,0.333333333,0.985507246,0.448979592,0.915254237,0,0.782608696,0,1,0,High
S01427,0.588235294,1,1,2,0.613496933,0.666666667,0.057971014,0.326530612,0.271186441,2,0.84057971,0,1,0,High
S01428,0.470588235,2,2,2,0.372188139,1,0.84057971,0.102040816,0.627118644,2,0.420289855,1,0.75,0,Low
S01429,0.764705882,0,0,2,0.165644172,1,0.47826087,0.918367347,0.881355932,1,0.927536232,0,0.25,0,High
S01430,0.352941176,0,0,3,0.623721881,1,0.304347826,0.142857143,0.322033898,2,0.057971014,3,0.5,0,Low
S01431,0.235294118,0,0,4,0.54805726,0.333333333,0.173913043,0.714285714,0.084745763,1,0.492753623,2,0.75,0,Low
S01432,0.794117647,1,2,1,0.261758691,0.666666667,0.47826087,0.775510204,0.610169492,0,0.869565217,1,1,0,High
S01433,0.058823529,0,2,3,0.492842536,0.333333333,0.260869565,0.551020408,0.728813559,2,0.260869565,0,1,0,Low
S01434,0.941176471,1,1,2,0.472392638,0.666666667,0.405797101,0.387755102,0.254237288,2,0.971014493,2,0.5,0,High
S01435,0.441176471,0,1,3,0.17791411,0,0.942028986,0,0.93220339,1,0,1,0,0,
S01436,0.764705882,1,0,0,0.6400818,1,0.028985507,0,0.542372881,1,0.086956522,2,0.75,0,Low
S01437,0.235294118,1,2,0,0.18404908,1,0.608695652,0.306122449,0.423728814,2,0.086956522,3,0.75,1,Low
S01438,0.617647059,0,0,2,0.811860941,0,1,0.428571429,0.86440678,1,0.855072464,0,1,0,High
S01439,0.617647059,1,1,4,0.108384458,0.333333333,0.666666667,0.387755102,0.203389831,0,0.492753623,3,0,1,Low
S01440,0.058823529,0,2,3,0.055214724,0.333333333,0.014492754,0.040816327,0.033898305,1,0.376811594,3,0.75,0,Low
S01441,0.794117647,1,0,2,0.672801636,0.333333333,0.84057971,0.714285714,0.728813559,0,0.739130435,3,0.75,0,Medium
S01442,0.382352941,0,2,0,0.321063395,1,0.463768116,0.714285714,0.389830508,0,0.68115942,2,0.75,0,Medium
S01443,0.970588235,1,2,1,0.957055215,0.666666667,0.710144928,0.326530612,0.440677966,2,0.275362319,2,0,0,Low
S01444,1,1,2,4,0.840490798,1,0.710144928,0.367346939,0.881355932,0,0.739130435,1,0.75,1,Medium
S01445,0.117647059,1,1,2,0.63599182,0.333333333,0.971014493,0.551020408,0.966101695,2,0.507246377,1,0.75,1,Medium
S01446,0.764705882,1,2,0,0.404907975,0,0.014492754,0.081632653,0.898305085,2,0.797101449,1,0.5,0,High
S01447,0.382352941,0,1,3,0.928425358,0.666666667,0.855072464,0.755102041,0.898305085,2,0.304347826,0,0.75,1,Low
S01448,0.735294118,0,0,3,0.797546012,0,0.15942029,0.87755102,0.559322034,2,0.15942029,1,0.25,0,Low
S01449,0.382352941,0,2,3,0.860940695,0.666666667,0.84057971,0.204081633,0.355932203,2,0.173913043,0,0.5,0,Low
S01450,1,1,1,4,0.511247444,1,0.362318841,0.142857143,0.491525424,1,0.550724638,0,0.25,0,Medium
S01451,0.617647059,1,2,1,0.715746421,1,0.47826087,0.693877551,0.101694915,0,0.014492754,2,0.5,1,Low
S01452,0.941176471,0,2,1,0.533742331,0,0.434782609,0.795918367,0.355932203,0,0.246376812,1,0.25,0,Low
S01453,1,1,0,1,0.779141104,0,0.362318841,0.367346939,0.406779661,0,0.507246377,3,0.25,0,Medium
S01454,0.294117647,1,0,4,0.963190184,1,0.753623188,0.040816327,0.271186441,2,0.869565217,0,1,0,High
S01455,0.558823529,0,2,2,0.742331288,0.666666667,0.144927536,0.408163265,0.271186441,2,0.086956522,2,0.75,0,Low
S01456,0.705882353,0,2,1,0.578732106,0,0.753623188,0.326530612,0.457627119,2,0.898550725,2,1,0,High
S01457,0.529411765,1,0,2,0.873210634,0.333333333,0.231884058,0.673469388,0.084745763,1,0.028985507,1,0.25,0,Low
S01458,0.617647059,1,2,4,0.171779141,0.333333333,0.115942029,0.163265306,0.86440678,0,0.724637681,3,0.25,0,Medium
S01459,0.735294118,1,0,1,0.952965235,0,0,0.87755102,0.779661017,1,0.652173913,3,1,0,Medium
S01460,0.970588235,1,2,0,0.856850716,0.666666667,0.376811594,0.163265306,0.661016949,0,0.391304348,0,1,0,Low
S01461,0.294117647,1,1,4,0.625766871,1,0.826086957,0.428571429,0.050847458,0,0.550724638,2,0.25,0,Medium
S01462,0.382352941,0,2,2,0.141104294,0,0.695652174,0,0.644067797,2,0.434782609,1,1,0,Low
S01463,0.294117647,0,2,2,0.235173824,0.666666667,0.449275362,0.653061224,0.033898305,2,0.376811594,0,0.75,0,Low
S01464,1,1,2,0,0.781186094,1,0.536231884,0.857142857,0.949152542,2,0.391304348,2,0.75,0,Low
S01465,0.705882353,0,2,4,0.72597137,1,0.260869565,0.653061224,0.169491525,2,0.608695652,0,0.75,0,Medium
S01466,0.205882353,1,0,3,0.480572597,0.666666667,0.797101449,0.571428571,0.186440678,0,0.173913043,2,0,0,Low
S01467,0.323529412,0,2,3,0.554192229,0.666666667,0.405797101,0.755102041,0.966101695,1,0.101449275,2,0,0,Low
S01468,0.147058824,0,0,0,0.509202454,0,0.927536232,0.448979592,0.389830508,2,0.608695652,2,0.75,0,Medium
S01469,1,1,0,1,0.214723926,1,0.15942029,0.428571429,0.118644068,0,0.666666667,0,1,0,Medium
S01470,0.852941176,0,0,3,0.629856851,1,0.275362319,0.367346939,0.86440678,2,0.47826087,1,0.5,0,Low
S01471,0.029411765,1,2,2,0.916155419,1,0.652173913,0.612244898,0.915254237,2,0.507246377,0,0.5,0,Medium
S01472,0.323529412,1,2,4,0.564417178,0,0.47826087,0.673469388,0.559322034,2,0.231884058,3,0,0,Low
S01473,0.029411765,1,1,4,0.484662577,1,0.449275362,0.469387755,0.762711864,2,0.768115942,3,0.25,1,High
S01474,0.117647059,1,0,0,0.678936605,0,0.47826087,0.755102041,0.898305085,0,0.347826087,2,0.5,0,Low
S01475,0.5,1,0,3,0.124744376,0.666666667,0.550724638,0.204081633,0.203389831,2,0.608695652,1,0.75,0,Medium
S01476,0.147058824,0,2,2,0.523517382,1,0.536231884,0.571428571,0.711864407,2,0.52173913,0,0,0,Medium
S01477,0.382352941,0,1,2,0.398773006,0.333333333,0.855072464,0.06122449,0.305084746,1,0.101449275,1,0.75,0,Low
S01478,0.088235294,1,1,4,0.098159509,1,0.188405797,0.306122449,0.491525424,2,0.565217391,3,0.75,0,Medium
S01479,0.941176471,0,0,1,0.537832311,1,0.710144928,0.653061224,0.847457627,2,0.971014493,0,0.5,1,High
S01480,0.029411765,0,1,0,0.775051125,0,0.057971014,0.428571429,0.728813559,2,0.68115942,3,1,0,Medium
S01481,0.588235294,1,0,4,1,0,0.782608696,0.530612245,0.13559322,1,0.31884058,2,0,0,Low
S01482,0.617647059,0,2,3,0.81595092,0.333333333,0.420289855,0.857142857,0.06779661,1,0.985507246,1,0.25,0,High
S01483,0.323529412,0,2,3,0.809815951,0.333333333,0.608695652,0.326530612,0.254237288,2,0.913043478,0,0.25,0,High
S01484,0.794117647,1,2,4,0.376278119,0,0.52173913,0.918367347,0.152542373,2,0.217391304,1,0.5,0,Low
S01485,0.441176471,1,2,1,0.750511247,0.333333333,0.434782609,0.081632653,0.474576271,0,0.884057971,2,0,0,High
S01486,1,0,2,1,0.525562372,0.666666667,0.434782609,0.795918367,0.881355932,0,0.115942029,2,0,0,Low
S01487,0.352941176,0,2,4,0.858895706,1,0.173913043,0.06122449,0.898305085,2,0.347826087,2,0.25,0,Low
S01488,0.852941176,2,1,1,0.519427403,0.333333333,0.565217391,0.408163265,0.898305085,2,0.333333333,2,0.25,0,Low
S01489,0.794117647,1,2,1,1,0.333333333,0.927536232,0.897959184,0.355932203,2,0.463768116,2,1,0,Low
S01490,0.852941176,1,1,2,0.016359918,0,0.362318841,0.346938776,0.644067797,2,0.913043478,3,0,1,High
S01491,0.852941176,0,2,3,0.341513292,0,0.52173913,0.306122449,0.06779661,1,0.231884058,1,0.75,0,Low
S01492,0.294117647,2,2,0,0.787321063,0.333333333,0.072463768,0.428571429,0.372881356,0,0.347826087,2,0.75,0,Low
S01493,1,0,2,4,0.914110429,0.666666667,0.202898551,0.734693878,0.06779661,2,0.637681159,0,1,0,Medium
S01494,0.852941176,0,2,2,0.90593047,0.333333333,0.376811594,0.857142857,0.305084746,2,0.68115942,2,0.75,0,Medium
S01495,0.647058824,1,2,1,0.852760736,0,0.47826087,0.081632653,0.372881356,2,0.985507246,0,0,1,High
S01496,0.676470588,0,0,1,0.938650307,0.333333333,0.536231884,0.387755102,0.779661017,2,0.231884058,0,0.75,0,Low
S01497,0.588235294,1,2,0,0.443762781,0.333333333,0.797101449,0.12244898,0.423728814,0,0.231884058,3,1,0,Low
S01498,0.088235294,1,2,4,0.646216769,0.333333333,0.579710145,0.12244898,0.576271186,2,0.391304348,3,0.75,0,Low
S01499,0.617647059,1,2,3,0.18609407,0.666666667,0.565217391,0.020408163,0.559322034,1,0.028985507,2,1,0,Low
S01500,0.941176471,0,2,1,0.738241309,0,0.188405797,0.040816327,0.644067797,0,0.492753623,3,0.25,0,Low
S01501,0.617647059,1,0,0,0.267893661,0.333333333,0.246376812,0.591836735,0.677966102,2,0.115942029,2,1,0,Low
S01502,0,0,0,0,0.429447853,0,0.637681159,0.346938776,0.915254237,2,0.927536232,2,0.5,1,High
S01503,0.529411765,0,1,2,0.167689162,0,0.202898551,0.428571429,0.779661017,2,0.898550725,1,0.75,0,High
S01504,0.647058824,0,1,4,0.496932515,0,0.710144928,0.163265306,0.86440678,0,0.550724638,2,1,0,Medium
S01505,0.676470588,0,2,3,0.521472393,1,0.956521739,0.265306122,0.237288136,0,0.492753623,1,0.25,0,Low
S01506,0.676470588,1,2,4,0.1799591,0.666666667,0.289855072,0.673469388,0.542372881,2,0.202898551,3,1,0,Low
S01507,0.617647059,0,0,3,0.891615542,0.333333333,0.101449275,0.510204082,0.13559322,2,1,1,0.75,0,High
S01508,1,1,0,0,0.392638037,0.333333333,0.246376812,0.306122449,0.237288136,2,0.362318841,3,1,0,Low
S01509,0.705882353,0,1,4,0.740286299,0.333333333,0.31884058,0.530612245,0.983050847,0,0.652173913,0,0.75,0,Medium
S01510,0.5,0,0,3,0.983640082,1,0.550724638,0.571428571,0.966101695,1,0.333333333,2,0,0,Low
S01511,0.647058824,0,1,2,0.989775051,1,0.971014493,0.265306122,0.033898305,2,0.956521739,3,0.75,0,High
S01512,0,1,1,0,0.81799591,0.333333333,0.072463768,0.836734694,0.372881356,2,0.608695652,3,1,0,Medium
S01513,0.764705882,0,2,1,0.329243354,0.666666667,0.15942029,0.489795918,0.288135593,2,0.086956522,3,1,0,Low
S01514,0.558823529,1,0,1,0.932515337,1,0.072463768,0.510204082,0.745762712,0,0.724637681,0,0.25,0,Medium
S01515,0.764705882,0,2,3,0.296523517,1,0.130434783,0.183673469,0.237288136,2,0.811594203,3,0.5,1,High
S01516,0.176470588,1,2,0,0.852760736,0.333333333,0.927536232,0.020408163,0.254237288,2,0.913043478,1,0.5,0,High
S01517,0.088235294,0,1,3,0.222903885,1,0.115942029,0.551020408,0.254237288,0,0.623188406,0,0.5,0,Medium
S01518,0.794117647,1,2,0,0.355828221,1,0.52173913,0.87755102,0.728813559,2,0.47826087,3,0.75,0,Low
S01519,0.911764706,1,2,0,0.319018405,0,0.47826087,0.204081633,0.898305085,1,0.231884058,3,0,0,Low
S01520,0.852941176,0,2,2,0.8200409,0.666666667,0.391304348,0.93877551,0.525423729,0,0.84057971,3,0.25,0,High
S01521,0.470588235,0,1,4,0.858895706,0.666666667,0.52173913,0.959183673,0.983050847,2,0.014492754,0,1,0,Low
S01522,0.294117647,0,2,3,0.72392638,0.666666667,0.768115942,0.632653061,0.203389831,1,0.391304348,3,0.75,0,Low
S01523,0.5,2,2,0,0.879345603,0.333333333,0.68115942,0.326530612,0.86440678,1,0.15942029,3,0.75,0,Low
S01524,0.352941176,0,1,2,0.973415133,0.666666667,0.753623188,0.040816327,0.661016949,0,0,2,0.5,1,
S01525,0.529411765,2,0,2,0.991820041,0.666666667,0.101449275,0.285714286,0.033898305,2,0.260869565,3,0.5,1,Low
S01526,0.852941176,1,1,1,0.349693252,0,0.768115942,0.142857143,0.762711864,2,0.304347826,2,0.5,0,Low
S01527,0.705882353,1,0,0,0.732106339,0,0.884057971,0.367346939,0.457627119,0,0.666666667,0,0,0,Medium
S01528,0.529411765,1,0,4,0.766871166,0,0.884057971,1,0.593220339,2,0.144927536,2,1,0,Low
S01529,0.088235294,1,0,1,0.27198364,1,0.927536232,0.857142857,0.711864407,2,0.594202899,1,0.5,1,Medium
S01530,0.352941176,0,0,0,0.867075665,0.666666667,0.898550725,0.632653061,0.423728814,0,0.710144928,3,0.25,0,Medium
S01531,0.411764706,0,0,4,0.623721881,0,0.550724638,0.857142857,0.728813559,1,0.637681159,0,1,0,Medium
S01532,0.735294118,0,0,3,0.693251534,1,0.695652174,0.469387755,0.305084746,0,0.449275362,3,1,0,Low
S01533,0.735294118,1,0,0,0.312883436,0,0.869565217,0.448979592,0.93220339,2,0.869565217,1,0.75,0,High
S01534,0.294117647,0,1,4,0.061349693,0.666666667,0.753623188,0.040816327,0.237288136,2,0.188405797,0,0,0,Low
S01535,0.470588235,1,2,2,0.828220859,0.666666667,0.405797101,0.06122449,0.796610169,2,0.231884058,0,0.5,0,Low
S01536,1,1,0,1,0.828220859,0.666666667,0.173913043,0.285714286,0.050847458,1,0.463768116,1,1,0,Low
S01537,0.529411765,0,2,3,0.083844581,0.666666667,0.971014493,0.081632653,0.779661017,2,1,2,0,0,High
S01538,0.323529412,1,0,4,0.484662577,0,0.028985507,0.244897959,0.118644068,0,0.507246377,3,0,0,Medium
S01539,0.911764706,1,0,1,0.578732106,0,0.724637681,0.775510204,0.050847458,1,0.347826087,2,0.75,1,Low
S01540,0.823529412,0,2,4,0.615541922,0.666666667,0.826086957,0.387755102,0.847457627,0,0.246376812,0,0.25,0,Low
S01541,0.558823529,0,0,4,0.993865031,0.666666667,0.652173913,0,0.694915254,0,0.652173913,3,0,0,Medium
S01542,0.147058824,1,2,4,0.852760736,0.333333333,0.913043478,0.224489796,0.372881356,2,0.724637681,0,1,0,Medium
S01543,0.441176471,0,2,4,0.652351738,0.666666667,0.246376812,0.183673469,0.271186441,0,0.275362319,1,0.25,0,Low
S01544,0.117647059,1,2,0,0.787321063,1,0.463768116,0.224489796,0.033898305,0,0.086956522,0,1,0,Low
S01545,0.882352941,1,0,4,0.396728016,0.333333333,0.811594203,0.632653061,0.237288136,0,0.608695652,3,0.25,0,Medium
S01546,0.088235294,0,0,1,0.764826176,0.333333333,0.739130435,0.775510204,0.13559322,2,0.028985507,2,1,1,Low
S01547,1,0,2,0,0.873210634,1,0.971014493,0.551020408,0.881355932,2,0.246376812,0,0,0,Low
S01548,0.705882353,2,2,3,0.081799591,0.666666667,0.31884058,0.204081633,0.033898305,2,0.782608696,0,1,1,High
S01549,0.411764706,0,2,0,0.791411043,0.666666667,0.362318841,0.448979592,0.186440678,0,0.376811594,3,0.5,0,Low
S01550,0.088235294,1,2,0,0.873210634,0,0.043478261,0.795918367,0.423728814,0,0.637681159,0,0,0,Medium
S01551,0.882352941,1,1,2,0.593047035,0.333333333,0.449275362,1,0.288135593,2,0.913043478,0,0.75,1,High
S01552,0.823529412,0,0,1,0.267893661,0,0.565217391,0.591836735,0.389830508,0,0.217391304,3,1,0,Low
S01553,0.411764706,1,2,3,0.754601227,1,0.884057971,0.571428571,0.881355932,2,0.724637681,3,1,0,Medium
S01554,0.823529412,2,2,2,0.482617587,1,0.782608696,0.12244898,0.915254237,2,0.637681159,2,0.75,0,Medium
S01555,0.264705882,0,0,1,0.388548057,1,0.768115942,0.489795918,0.322033898,2,0.014492754,1,0.5,0,Low
S01556,0.235294118,0,1,1,0.00408998,0.666666667,0.623188406,0.306122449,0.966101695,1,0.797101449,1,1,0,High
S01557,0.823529412,1,2,3,0.527607362,0.666666667,0.434782609,0.142857143,0,2,0.898550725,2,0.5,0,High
S01558,0.5,1,2,1,0.850715746,1,0.15942029,0.714285714,0.525423729,0,0.101449275,1,0.75,0,Low
S01559,0.882352941,0,0,1,0.697341513,0,0.826086957,0.775510204,0.118644068,2,0.043478261,0,1,0,Low
S01560,0,2,2,4,0.411042945,1,0.507246377,0.12244898,1,2,0.826086957,2,0.75,1,High
S01561,0.205882353,1,2,4,0.204498978,0.333333333,0.376811594,0.285714286,0.152542373,2,0.144927536,1,0.25,0,Low
S01562,0.058823529,0,0,0,0.601226994,0.666666667,1,0.040816327,0.322033898,1,0.768115942,0,0,0,High
S01563,0.352941176,0,2,2,0.797546012,0,0.637681159,0.93877551,0.661016949,0,0.246376812,1,0.5,1,Low
S01564,0.352941176,1,2,2,0.599182004,1,0.768115942,0.428571429,0.288135593,0,0.115942029,1,0.75,0,Low
S01565,0.176470588,1,1,4,0.345603272,0,0.985507246,0.244897959,0.983050847,2,1,2,0.75,0,High
S01566,0.058823529,0,2,0,0.392638037,0,0.347826087,0.510204082,0.898305085,2,0.47826087,0,0,0,Low
S01567,0.823529412,1,0,1,0.038854806,1,0.855072464,0.551020408,0.033898305,0,0.710144928,3,0,0,Medium
S01568,0,0,2,4,0.1799591,0.666666667,0.652173913,0.448979592,0.06779661,2,0.724637681,0,0,0,Medium
S01569,0.764705882,1,1,1,0.173824131,0.666666667,0.376811594,0.204081633,0.305084746,0,0.666666667,3,1,0,Medium
S01570,0.382352941,1,0,2,0.501022495,0,0.217391304,0.959183673,0.423728814,2,0.101449275,0,0,0,Low
S01571,0.970588235,0,0,4,0.6400818,0.333333333,0.144927536,0.06122449,0.288135593,2,0.072463768,2,1,0,Low
S01572,0.088235294,0,0,1,0.145194274,0,0.014492754,0.816326531,0.13559322,0,0.942028986,1,1,0,High
S01573,0.705882353,0,0,4,0.462167689,1,0.985507246,0.326530612,0.779661017,2,0.246376812,2,1,1,Low
S01574,0.882352941,1,1,0,0.844580777,0,0.855072464,0.530612245,0.762711864,2,0.275362319,1,1,0,Low
S01575,0.5,0,1,3,0.075664622,1,0.405797101,0.387755102,0.779661017,2,0.971014493,2,0,0,High
S01576,0.647058824,0,1,1,0.45398773,0,0.434782609,0.244897959,0.186440678,2,0.086956522,2,0.25,0,Low
S01577,0.352941176,1,0,1,0.963190184,0,0.47826087,0.714285714,0.491525424,1,0.811594203,3,1,0,High
S01578,0.794117647,0,2,3,0.445807771,0,0.811594203,0.816326531,0.86440678,2,0.855072464,1,1,0,High
S01579,0.382352941,0,0,4,0.678936605,1,0.666666667,0.836734694,0.983050847,2,0.652173913,0,1,0,Medium
S01580,0.647058824,0,0,1,0.265848671,0.666666667,0.507246377,0.102040816,0.745762712,2,0.101449275,3,0.5,1,Low
S01581,0.470588235,2,2,3,0.063394683,0.333333333,0.231884058,0.795918367,0.915254237,2,1,2,0.25,0,High
S01582,0.676470588,0,2,0,0.040899796,0.333333333,0.550724638,1,0.254237288,2,0.753623188,2,0.25,0,High
S01583,0.588235294,0,2,1,0.715746421,0.666666667,0.884057971,0.326530612,0.338983051,0,0.666666667,1,0.75,0,Medium
S01584,0.264705882,1,2,2,0.022494888,0.666666667,0.289855072,0.346938776,0.915254237,1,0.971014493,2,0,0,High
S01585,0.823529412,0,2,4,0.801635992,0.333333333,0.565217391,0.142857143,0.86440678,0,0.782608696,2,0,0,High
S01586,0.176470588,1,2,1,0.261758691,0,0.956521739,0.326530612,0.779661017,2,0.739130435,3,0,1,Medium
S01587,0.147058824,0,2,2,0.253578732,0.333333333,0.463768116,0.897959184,1,0,0.217391304,3,0.5,1,Low
S01588,0.382352941,1,2,1,0.480572597,0.666666667,0.144927536,0.448979592,0.254237288,2,0.246376812,3,0.75,0,Low
S01589,0.235294118,1,2,4,0.108384458,0.666666667,0.347826087,0.897959184,0.881355932,2,0.797101449,0,0.75,0,High
S01590,0.294117647,0,2,3,0.149284254,0.666666667,0.84057971,0.408163265,0.440677966,2,0.869565217,3,0.25,0,High
S01591,0.911764706,0,0,0,0.572597137,0.333333333,0.391304348,0.571428571,0.983050847,1,0.043478261,1,0.75,0,Low
S01592,0.852941176,1,0,4,0.795501022,1,0,0.06122449,0.203389831,1,0.115942029,3,0,1,Low
S01593,0.882352941,1,1,2,0.206543967,0,0.623188406,0.244897959,0.762711864,2,0.84057971,1,0,0,High
S01594,0.970588235,0,2,0,0.81390593,1,0.695652174,0.265306122,0.576271186,1,0.173913043,0,0.5,0,Low
S01595,0.705882353,0,1,2,0.646216769,0,0.144927536,0.653061224,0.915254237,2,0.594202899,1,0.25,0,Medium
S01596,0.794117647,0,0,3,0.738241309,0.333333333,0.579710145,0.367346939,0.745762712,2,1,0,0.25,0,High
S01597,0.735294118,1,2,0,0.333333333,0.333333333,0.173913043,0.551020408,0.525423729,2,0.898550725,0,0.75,0,High
S01598,0.735294118,1,2,2,0.81595092,0,0.072463768,0.632653061,0.796610169,0,0.246376812,0,0.75,0,Low
S01599,0.176470588,0,2,4,0.423312883,0.333333333,0.217391304,0.428571429,0.152542373,2,0.782608696,2,0.5,0,High
S01600,0.411764706,1,2,4,0.707566462,1,0.666666667,0.081632653,0.203389831,2,0,3,0.5,0,
S01601,0.705882353,1,2,0,0.09202454,1,0.057971014,0.612244898,0.050847458,0,0.246376812,0,0,0,Low
S01602,0.205882353,1,1,1,0.582822086,0,0.144927536,0.551020408,0.830508475,0,0.536231884,0,0,0,Medium
S01603,0.058823529,1,2,2,0.752556237,0.666666667,0.710144928,0.489795918,0.644067797,2,0.101449275,0,0.25,0,Low
S01604,0.823529412,0,2,0,0.18200409,0,0.173913043,0.673469388,0.93220339,0,0.884057971,3,0,0,High
S01605,0.5,0,1,2,0.869120654,0.666666667,0.115942029,0.06122449,0.186440678,2,0.028985507,2,0.25,0,Low
S01606,0.970588235,1,2,3,0.421267894,1,0.072463768,0.755102041,0.627118644,2,0.782608696,3,1,1,High
S01607,0.970588235,0,2,3,0.312883436,0.333333333,0.507246377,0.775510204,0.983050847,0,0.666666667,0,1,0,Medium
S01608,0.176470588,0,2,0,0.055214724,1,0.637681159,0.734693878,0.966101695,2,0.420289855,3,1,0,Low
S01609,0.382352941,0,2,0,0.975460123,1,0.405797101,0.897959184,0.13559322,0,0.246376812,3,0.75,1,Low
S01610,0.5,1,2,3,0.54805726,0,0.275362319,0.795918367,0.593220339,2,0.492753623,0,0.5,0,Low
S01611,0.058823529,1,1,0,0.897750511,0.666666667,0.550724638,0.918367347,0.322033898,2,0.565217391,2,1,0,Medium
S01612,0.264705882,0,2,3,0.476482618,0,0.623188406,0.673469388,0.86440678,2,0.869565217,3,0.25,0,High
S01613,0.941176471,0,2,4,0.605316973,0,0.115942029,0.714285714,0.881355932,0,0.855072464,2,1,0,High
S01614,0.735294118,0,2,0,0.862985685,0.333333333,0.739130435,0.448979592,0.728813559,2,0.782608696,3,0.5,0,High
S01615,0.647058824,0,2,1,0.588957055,0.333333333,0.579710145,0.306122449,0.372881356,2,0.391304348,0,0.25,0,Low
S01616,0.764705882,1,2,3,0.811860941,0.666666667,0.362318841,0.020408163,0.118644068,1,0.971014493,3,0.5,1,High
S01617,0.794117647,1,0,1,0.057259714,0.666666667,0.956521739,0.408163265,0.220338983,2,0.014492754,1,0.5,1,Low
S01618,0.411764706,1,2,2,0.926380368,0.666666667,0.304347826,0.265306122,0.118644068,0,0.014492754,2,0,0,Low
S01619,0.294117647,0,0,0,0.676891616,0,0.086956522,0.653061224,1,0,0.057971014,2,0.75,0,Low
S01620,0.382352941,1,0,3,0.713701431,0,0.15942029,0.142857143,0.169491525,0,0.710144928,3,0.5,0,Medium
S01621,0,1,0,1,0.619631902,0.666666667,0.884057971,0.673469388,0.610169492,1,0.956521739,3,0.75,0,High
S01622,0.970588235,0,1,3,0.312883436,0.666666667,0.492753623,0.755102041,0.694915254,0,0.927536232,1,0,0,High
S01623,0.235294118,1,1,3,0.750511247,1,0.985507246,0.591836735,0.661016949,2,0.84057971,2,0,0,High
S01624,0.911764706,1,2,2,0.284253579,1,0.608695652,0.693877551,0.050847458,2,0.579710145,2,1,0,Medium
S01625,0.529411765,0,1,3,0.73006135,0,0.376811594,0.06122449,0.084745763,2,0.594202899,1,0.75,1,Medium
S01626,0.264705882,2,2,1,0.838445808,0.333333333,0.855072464,0.020408163,0.813559322,0,0.855072464,1,0.75,1,High
S01627,0.794117647,1,2,4,0.065439673,1,0.492753623,0.224489796,0.949152542,0,0.594202899,0,0.75,0,Medium
S01628,0.205882353,0,1,0,0.057259714,0,0.507246377,0.040816327,0.457627119,0,0.956521739,3,1,1,High
S01629,0.205882353,1,1,2,0.601226994,1,0.202898551,0.224489796,0.355932203,1,0.913043478,2,0,0,High
S01630,0.794117647,0,1,2,0.989775051,0.333333333,0.971014493,1,0.084745763,2,0.202898551,1,0.5,0,Low
S01631,0.735294118,1,0,2,0.54396728,0.333333333,0.565217391,0.040816327,0.983050847,2,0.304347826,1,0.75,0,Low
S01632,0.911764706,0,2,3,0.319018405,0.333333333,0,0.959183673,0.06779661,2,0.826086957,1,0,0,High
S01633,0.5,0,2,0,0.621676892,0.666666667,0.086956522,0.755102041,0.06779661,2,0.652173913,0,1,1,Medium
S01634,0.823529412,0,0,4,0.014314928,0.666666667,0.014492754,0.224489796,0.796610169,2,0.550724638,3,0.75,0,Medium
S01635,0.970588235,0,0,3,0.527607362,0,0.057971014,0.816326531,0.525423729,0,0.68115942,0,1,1,Medium
S01636,0.764705882,0,2,3,0.537832311,0.666666667,0.623188406,0.857142857,0.644067797,1,0.550724638,2,0,0,Medium
S01637,0.117647059,0,2,1,0.386503067,0,0.115942029,0.265306122,0.033898305,2,0.173913043,0,1,0,Low
